username,continent,tier,language,id,verified,signature,bioLink,commerceUser,commerceCategory,commerceButton,region,following,followers,total_likes,total_videos,videos_liked
dreamhorse4ever,Europe,nano,German,236959721478467584,False,🌟🌟,,False,none,False,CH,133,7075,234100,346,0
katepustovarov,Europe,nano,German,95390900477902848,False,"KATY PUSTOVAROV ON YOUTUBE
@equestriankaty",https://www.instagram.com/equestriankaty/?hl=en,True,Pets,False,CH,521,5792,174100,118,0
suunnyy07,Europe,nano,German,248608353881362432,False,"„Forza Ferrari sempre🏎️“
16&55",,False,none,False,CH,3733,3218,30400,7,43400
espeeeee,Europe,nano,German,6532037702479511554,False,,https://www.twitch.tv/joueurrgarcon,False,none,False,CH,931,3545,141000,9,0
nico_5400,Europe,nano,German,6682600651283514374,False,"📍54
14",,False,none,False,CH,2018,1116,1356,2,0
m.castellucci,Europe,nano,Italian,6740575933055616006,False,"Giornalista a tempo perso, meme a tempo pieno",,False,none,False,IT,457,9749,190100,123,0
mensurresulademi,Europe,nano,German,6600004653312114693,False,✋🏽,,False,none,False,CH,820,2516,29000,140,5300
doniii.ruz104,Europe,nano,German,169293088761339904,False,دنی💚🍃,,False,none,False,FR,10,9076,66900,25,0
estelle.diiorio,Europe,nano,German,2879227,True,for fun 🤍,,False,none,False,CH,175,9860,711200,9,0
jason_des_rouleaux,Europe,nano,German,6590414619096203270,False,"🌟 Starseed 🌟
 🇨🇭
🌍  
🙌 Be aware, we are all together ☝️",,False,none,False,CH,96,8301,201700,450,0
essasalih383gmail.com,Europe,nano,German,6752124628166558726,False,مقيم في سويسرا,essasslih935@gmail.com,True,Entertainment,False,CH,8226,5622,77700,507,0
almkida,Europe,nano,German,183803461862436864,False,🇨🇭🇽🇰,,False,none,False,CH,65,8350,266700,9,0
athena_fovini,Europe,nano,German,59801644619550720,False,"SOLD Husqvarna SM 125
🇨🇭♌️",,False,none,False,CH,3375,4717,208100,104,0
__carmen06__,Europe,nano,Italian,6578041285579571206,False,secondo profilo: carmen.00_6,,False,none,False,IT,280,2404,7973,24,0
_martika24_,Europe,nano,Spanish,141319756501934080,False,"tikkkka💋
zgz",,False,none,False,ES,2002,6282,21100,93,0
shawtyy.g2,Europe,nano,German,252188115078135808,False,,,False,none,False,CH,232,1718,6473,5,0
itsskynd,Europe,nano,German,6676501932007867398,False,S K Y N D,,False,none,False,CH,158,5134,36900,64,0
cozmamadalina94,Europe,nano,German,6802940223422972934,False,,,False,none,False,CH,4494,8907,71700,187,11400
16.aym2n,Europe,nano,Spanish,94966398124163072,False,"Ig: ayman_khhh
Beni ahmed ❤️",🇲🇦🇪🇸♥️Sigemeitesigoparalos3500,False,none,False,ES,65,4429,79300,39,0
seychelle.b,Europe,nano,German,88092183387373568,False,🍒,,False,none,False,CH,345,1978,119800,5,0
agustinaaa.n,Europe,nano,German,6562826773666627590,False,,,False,none,False,CH,7495,2534,112700,12,0
ungars.66725,Europe,nano,German,131582300986720256,False,+351,,True,"Sports, Fitness & Outdoors",False,CH,53,4114,205300,25,0
asianblack,Europe,nano,German,6631200034112126982,False,17,https://www.paypal.me/aaronphkoch,False,none,False,DE,922,5417,315900,253,0
_dakshana_,Europe,nano,German,6804844414025958405,False,"🐅🇨🇭NE 
01.12.🎂 
Always be happy😊 
👸🏻♥️🧸I love myself",,False,none,False,CH,86,2693,30300,30,0
bisu87,Europe,nano,German,6670864653381435398,False,"Bärnermeitschi🐻 
ü30💕
ÄUÄ🤓",,False,none,False,CH,1087,9404,574200,684,0
userrr010921,Europe,nano,German,286551347154333696,False,01/09/21🤍,,False,none,False,CH,10,4477,16600,2,0
adrianafreschi5,Europe,nano,Italian,6754039491755459589,False,"non aspettare di essere felice per sorridere, ma sorridi per essere felice",,False,none,False,IT,3576,8622,299900,1600,0
subensar27,Europe,nano,German,6562714514411749381,False,"தீதும் நன்றும் பிறர் தர வாரா
❤️❤️❤️🇩🇪❤️❤️❤️
     Germany 🇩🇪",,False,none,False,DE,878,7993,762000,471,0
i_am_meninet,Europe,nano,German,6792497260501730309,False,"🇪🇷Eritrean🇮🇹Italian💃🏽Dancer📚Writer📝
 Buy MY Book 📘 VITTORIA ALLE MASSE",,True,Art & Crafts,False,IT,150,6192,73500,284,0
selzooo,Europe,nano,German,182295159341068288,False,"46.
ރ",,False,none,False,DE,195,3391,25100,6,0
extgang,Europe,nano,German,6565453112646336517,False,"Snap: extgang
Insta: aldin7777
Roblox: extgngyt
My Roblox Profile ⬇️
🇨🇭🇧🇦",https://www.roblox.com/users/897821321/profile,False,none,False,CH,2943,5769,74600,38,0
leoenglezu1,Europe,nano,German,6772953217657897989,False,,,False,none,False,CA,3077,6056,45000,56,0
miii9uel,Europe,nano,German,6553626755331670022,False,"sc: miii9uel
insta: miguel._tg",,False,none,False,CH,75,3813,377200,47,0
nejla.o4,Europe,nano,German,6627321613766361093,False,"🇽🇰🇧🇦
tawwaqul.",,False,none,False,CH,426,2988,8954,9,0
_juste_tammm_,Europe,nano,German,227961962020790272,False,"💋bienvenue💋
🥰Footballeuse🥰
🇩🇿Algérienne🇩🇿",,False,none,False,CH,3796,4822,242900,2077,0
lou.blt1,Europe,nano,German,6582238526690918406,False,"#777
✝️",𝘓𝘦𝘢𝘯𝘯𝘦💯✨,False,none,False,CH,4983,3693,24600,5,0
fiona.isj,Europe,nano,German,6568418861988659205,False,🌙,,False,none,False,CH,1742,2048,36700,18,0
jeniban,Europe,nano,German,103855853400739840,False,"Switzerland🇨🇭
jeniiban17 👻",,False,none,False,CH,1877,5056,74200,354,0
chatschpatsch7,Europe,nano,German,6655591257555402757,False,"🇦🇫🇨🇭AFG Khost loya Paktia PTM 
my favorite player is MNabi lala and Dhoni",,False,none,False,CH,198,3324,57400,400,0
menichellisamuel,Europe,nano,Italian,21691169,False,"🧊PROFILO PRINCIPALE🧊
💙🤍Ti aspetto su insta…🤍💙
🎥11:00-15:00🎥",,False,none,False,IT,961,8763,488900,264,0
janaaa.shr,Europe,nano,German,224625499476836352,False,👐🏽,,False,none,False,CH,2520,1451,4832,1,0
kinghamza_15,Europe,nano,English,6807909761703707653,False,MUSLIM LIVES MATTER ☪️ ❤️,https://gofund.me/72d25928,True,Media & Entertainment,False,GB,9893,4375,101200,129,0
jenicdaja,Europe,nano,German,6562171184167092229,False,"🇷🇸/🇨🇭
insta : dajanajenic",,False,none,False,CH,442,6641,100700,5,0
itss._.brandy,Europe,nano,German,6543508471143207936,False,"♉️
🏳️‍🌈
he/him
📸: itss._.brandy
👻: brandon_zh06",,False,none,False,CH,8810,3526,308600,523,0
maariia.haroo,Europe,nano,Spanish,6557111858624266246,False,mariaa.haroo💋,,False,none,False,ES,414,7085,156900,91,0
itsmathieu,Europe,nano,German,28049577,False,« 𝐼 𝑊𝑂𝑁’𝑇 𝐴𝑃𝑂𝐿𝑂𝐺𝐼𝑍𝐸 𝐹𝑂𝑅 𝐵𝐸𝐼𝑁𝐺 𝑀𝑌𝑆𝐸𝐿𝐹 ! »,,False,none,False,CH,254,7741,169700,463,0
maurastt,Europe,nano,German,148840108820086784,False,dnd,,True,Personal Blog,False,CH,147,7017,82500,9,0
piaamelie,Europe,nano,German,133406904868892672,False,i know you‘re obsessed with me,,False,none,False,DE,282,2323,73000,48,0
www.melaniee.ch,Europe,nano,German,224375997742256128,False,"777
!!SEND ME TIKTOKS!!
@melaniespammacc",,False,none,False,CH,188,1698,48700,1,0
mati.ldeee,Europe,nano,German,6795209972876887045,False,,,False,none,False,PT,3725,2774,26700,2,0
munakiros.m2,Europe,nano,German,6765564273479222278,False,"🇪🇷🇮🇹🇳🇱🇩🇪🇫🇷23🇪🇹
ገና ሓላውየይ ኣይታከስን ዩ ::👩‍💻
Eritrea 💯 💒🇪🇷",https://youtu.be/jpRFCCZEPcU,False,none,False,CH,544,8838,102900,1,0
dedsade,Europe,nano,German,6587432598578331653,False,😐,,False,none,False,CH,225,5657,1200000,22,0
elson.bytyqi,Europe,nano,German,6729568980350288902,False,Bienvenue dans ma POV,,False,none,False,CH,43,7748,361100,44,0
lenaaaa_mt,Europe,nano,German,6598346870669967365,False,"« Les croyants ne sont que des frères. »
[49:10]",,False,none,False,CH,249,3207,44400,6,0
_ale0880_,Europe,nano,German,22266845,False,"✨NYC✨
🇵🇷🇩🇴
0880🤫💚
studyin overseas 🇨🇭",,True,Personal Blog,False,CH,1609,7946,24800,16,0
zainabmkhan,Europe,nano,German,6788249908308165638,False,"Outfits • Travel • Vibes • Whatever TF I’m doing
🇨🇭🇵🇰🧋🍭🦋🍄🌸",,False,none,False,CH,154,8081,2800000,335,0
ar1indajahaj,Europe,nano,German,6746522451796427781,False,04🇽🇰 | ZH 🇨🇭,,True,Beauty,False,CH,107,7128,65600,43,0
gen.blnco1,Europe,nano,German,6673774425848398853,False,🇨🇴🇪🇸🇨🇭,,False,none,False,CH,741,2005,145400,188,0
lostpunk_boy,Europe,nano,German,6601092271982149637,False,"i dont f*cking change for others. I am me
he/they 
Antifaschist für immer🟥⬛",He/They,False,none,False,CH,2342,8395,141800,700,0
lxeenaxx,Europe,nano,German,51913328062664704,False,,,False,none,False,CH,328,8464,50000,40,0
taisaslv,Europe,nano,German,81890173134733312,False,🎧,,False,none,False,CH,216,2507,2602,3,0
amelie.lzsb,Europe,nano,German,6759198634807542790,False,,,False,none,False,CH,191,4986,1580,7,0
albo_valmir,Europe,nano,German,6714928815124972550,False,"🇦🇱🏟
11.02.21💔🕊️
Fussball",,False,none,False,CH,9609,2047,1529,70,0
omedakakhel,Europe,nano,German,6516083340905288719,False,,,False,none,False,CH,171,2390,54500,393,0
tbeec,Europe,nano,German,6795618148189586438,False,Ristoratore da sempre,antoniobeex62@icloud.com,True,Food & Beverage,False,CH,258,7899,226900,312,63
nina.bedulli,Europe,nano,German,179739744208068608,False,,,False,none,False,CH,1367,8874,53600,2,0
kiliweibel,Europe,nano,German,6771235606292792325,False,"Skier ⛷ // Coach // Guide 
📍 Switzerland
IG:@kiliweibel
YT:kiliweibel",www.kiliweibel.com,False,none,False,CH,328,9523,250000,82,981
adorebykhwahish,Europe,micro,English,6714388806588597253,False,Clothing Store | Fashion Outlet Specialising in Indian and Pakistani Clothes,,False,none,False,GB,2,10500,38200,424,0
iammadjoe,Europe,micro,French,6814606943635457030,False,"IG 📸 : iammadjoe / Snapchat 👻 : WayUp20
🇫🇷 Paris",,False,none,False,FR,114,42500,1500000,160,0
rapfame3,Europe,micro,German,6762999286982984710,False,"Instagram : Rapfame 200k
Dm für Promo auf Insta",,False,none,False,DE,1,31300,1000000,372,0
fcstgallen1879,Europe,micro,German,6781169075185222662,False,Offizielles Profil FC St.Gallen 1879 🟢⚪️,http://www.fcsg.ch,False,none,False,CH,20,10800,109900,65,0
caro_gusto_official,Europe,micro,Italian,6534717365253313536,False,Scafati in via Dante Alighieri 86 di fronte al supermercato 365,,False,none,False,IT,3118,24300,277700,406,0
__lucianakoppens_,Europe,micro,German,6628992630184476677,False,"♡ Welcome to my horselife♡
🌟Insta:__lucianakoppens_🌟",,True,"Sports, Fitness & Outdoors",False,CH,591,26900,676900,82,0
_.gordana._,Europe,micro,German,77929677712941056,False,"🇨🇭GR / 🇷🇸 RS
 -20-",,False,none,False,CH,489,33700,1300000,160,0
groback,Europe,micro,Spanish,6819686418643485701,False,"Sevilla, España
Dj y productor de Splvtterhouse
Humor/Música",www.splvtterhouse.com,False,none,False,ES,2364,15200,476600,704,0
siskuflowoficial,Europe,micro,Spanish,6724400785230251014,False,NUEVO TEMA “CuPiDo” AQUI👇🏽,https://youtu.be/w003eZ5cIgc,False,none,False,ES,78,22900,265500,246,0
batteryman.official,Europe,micro,German,6735381064493384709,False,"Just the ordinary private life of a superhero.
Recycle your batteries 🔋",https://youtu.be/-EargpNvBqs,True,Media & Entertainment,False,CH,176,40800,610500,395,0
andyurbro,Europe,micro,English,6756289966294287366,False,"Mark 8:36 ❤️  SDA 🙏🏾

Use Code andyurbro for £5 off @hairby.elvy on IG",https://instagram.com/cpf_sportstherapy?igshid=YzAyZWRlMzg=,False,none,False,GB,720,48800,4700000,884,111400
araxie.1,Europe,micro,German,6850922459781989381,False,<3,,True,Personal Blog,False,CH,774,23700,349400,16,0
houudaa_04,Europe,micro,Spanish,6917968339630588930,False,"Just for fun😋
Almería 📍// 49🧡",,False,none,False,ES,473,24600,753100,119,0
assassin.wz,Europe,micro,German,6827511197891298309,False,Rode to 15K 🔥,https://youtube.com/@assassinwarzone,False,none,False,SE,42,12300,97500,30,0
amrinderbhangu2,Europe,micro,Spanish,6643021060130930694,False,🇪🇸🚚ਮੂੰਹ ਦਾ ਕੌੜਾ ਦਿਲ ਦਾ ਸ਼ੱਕਰ🥰 Yes ਆਈ  ਐਮ Trucker 🚚🚛🇪🇸,https://extranjeros.inclusion.gob.es/es/InformacionInteres/InformacionProcedimientos/Ciudadanosnocomunitarios/hoja036/index.html,False,none,False,ES,131,40800,1100000,1006,0
iilaya,Europe,micro,German,6712320461567722502,False,"💃🏻’
✝️
‼️FOLLOW MY second acc ,,iilayaa“‼️",,False,none,False,CH,86,12500,168400,27,0
ylias.rdz,Europe,micro,German,6774677871359149061,False,"19 yo 
🇨🇭",,True,Personal Blog,False,CH,131,11900,68000,32,0
_mxruthigx_,Europe,micro,German,19658633,False,"𝑬𝒗𝒆𝒓𝒚𝒕𝒉𝒊𝒏𝒈 𝑯𝒂𝒑𝒑𝒆𝒏𝒔 𝑭𝒐𝒓 𝑨 𝑹𝒆𝒂𝒔𝒐𝒏 ✞
🇨🇭/ 🇱🇰",,False,none,False,CH,740,10800,178700,122,0
__a.nnn.t.ii__,Europe,micro,German,6726066156383421446,False,"📍𝐵𝑒𝓇𝓃.      
16y/o
👻:antonella_3628s",,False,none,False,CH,2267,12300,52800,37,0
samy.neo,Europe,micro,German,6668283495758872582,False,"Photographer & Content Creator
🐢",Instagram.com/samyneo,False,none,False,DE,185,44900,1200000,116,0
iamsostella,Europe,micro,Italian,138067974157893632,False,"è quella city.. ✨

seguimi su Instagram🤡
C’è iamsostella2 se ti va",,False,none,False,IT,560,48300,1400000,636,0
vanessa_watson5,Europe,micro,Spanish,135030185296273408,False,"Una bailarina por aquí 🫶🏽
Insta: vanessa_watson5",,False,none,False,ES,123,29100,738200,479,0
_nicolescordino_,Europe,micro,Italian,6690570727173571590,False,"20.12.2020🤍
💜🎗️
IG: _nicolescordino_",,False,none,False,IT,1390,20800,3700000,689,0
aimtec,Europe,micro,German,6608952816964845574,False,"The cyborg raptor 
Swiss Furry🇨🇭
My IG @aimtec18
Likespam = Block 🚫",,False,none,False,CH,2245,29000,283600,294,0
ludovicaaseveri,Europe,micro,Italian,94265167865085952,False,"🤌🏻 20
modena
nel tempo libero mangio",,False,none,False,IT,273,42900,1200000,503,0
preethasreedhar,Europe,micro,English,6596622828374753285,False,"Palakkad ponnu✌🏻️ 🙅‍♀️Uk Mallu🤩
❤Be happy and make others happy❤",,False,none,False,GB,9879,25000,435000,534,0
luanaahotz,Europe,micro,German,22740230,False,"🇨🇭
insta: luanahotzofficial",,False,none,False,CH,2940,47600,1400000,56,0
cleared_to_play,Europe,micro,German,6681562840556225541,False,"😎Sono Jacopo e ti parlo di party🥳
Collab: marco@beatoflife.it",,False,none,False,IT,395,27600,879400,1015,0
alesoloperonicotecniche,Europe,micro,Italian,158994397689200640,False,"Per collab 💌 
Alessandra.rufolo@libero.it
Sconto divina nails 17%",https://bit.ly/codice_dn_ale17,False,none,False,IT,552,39800,1200000,467,0
lucie.jdq.pv,Europe,micro,German,68393748405084160,False,"NE🇨🇭
19
C1-squad en personne
28.06.2022👼🏼👼🏼",,False,none,False,CH,3057,18300,458400,1099,0
assiyataj,Europe,micro,English,293613133170937856,False,"✨makeup/fashion/family✨
For PR AND Collaborations 
📧 assiyataj1@gmail.com",,True,Beauty,False,GB,184,32500,633700,425,0
margret.marincolo,Europe,micro,German,6883838497515832326,False,VOM PLAN BIS ZUR PRAXIS: ich bringe dich in eine LIEBESBEZIEHUNG ❤️💍,http://www.margret-marincolo.com/mein-angebot,False,none,False,CH,41,22400,517900,601,0
adisxy,Europe,micro,French,6693449843946423301,False,paris,,False,none,False,FR,41,34200,2100000,1108,0
tabishhussainofficial,Europe,micro,English,6763285933465322502,False,"SINGER / MUSICIAN 🎤🎹
🇦🇪🇵🇰",,True,Music/Dance,False,AE,10,36400,526100,190,0
ishqicadey,Europe,micro,German,6637572060011610117,False,https://www.snapchat.com/add/hayaat181?share_id=NUZDOUI0&locale=en_DE,,False,none,False,DE,1973,32700,102200,48,20100
zino_official1,Europe,micro,English,6769782027790402565,False,"PUBLIC QUESTIONS ⏳👿
⭕️COMMENT QUESTIONS To AsK🥹
NEW CONTENT 8:00 PM EVERYDAY😈",,False,none,False,GB,102,33400,2800000,25,0
samuelepaolucci,Europe,micro,Italian,188166554482638848,False,"Amati, prenditi cura di te, prenditi cura della tua felicità, segui i tuoi sogni",,False,none,False,IT,9999,28400,1200000,1967,0
letispaghetti,Europe,micro,German,6572557969283973125,False,"insta: letiziiaa_c 🫶🏼
🇨🇭",,True,Personal Blog,False,CH,63,17400,132100,49,0
lacralacramioara6,Europe,micro,German,6645021269316648966,False,,,False,none,False,IT,5548,21300,167000,297,0
melina.chanel,Europe,micro,German,169712406389096448,False,"MELINA CHANNEL💄

⚽️
she/her",,False,none,False,CH,1805,14000,355600,40,0
abdulwahid.zaxoyi,Europe,micro,German,6637433362754715653,False,"ᏆᎷᏴᎡᎪͲϴᎡ👑
ᎪᏴᎠႮᏞᏔᎪᎻᏆᎠ ᏃᎪХϴᎽᏆ🌹
ᎷХᎪᏴΝ ᏴϴͲᎪ ᏴᎪᏴÊ ΝᎪᎫᏴᎬᎡᏆ😔
ᎡϴᎫᎪ ᎡᎪՏᎻ👉26/1/2000😞",,False,none,False,CH,2,45600,1000000,716,0
cikshaa_3,Europe,micro,French,6694216436811924486,False,"எல்லாப் புகழும் இறைவன் ஒருவனுக்கே
@cikshaalife_",https://youtu.be/TnkHrZcMv8U,False,none,False,FR,27,47200,887700,681,0
ozgur_konak,Europe,micro,German,6737260616094073861,False,"Türkiye / Adana / Türkei 🇹🇷
İsviçre / St. Gallen / Schweiz 🇨🇭",,True,Personal Blog,False,CH,0,47100,2500000,1112,0
noemimilaa,Europe,micro,German,15469849,False,"🥇🥇🥇
IG noemimilaa
SC noemi.mila",,False,none,False,CH,92,43000,2600000,149,57100
sakurakirsch,Europe,micro,German,164949474065240064,False,"sakura ♑︎

🇯🇵+🇩🇪",,True,Personal Blog,False,CH,235,11500,180700,61,0
silvioyereninojr,Europe,micro,German,101859420434845696,False,"S Y J R
IG@silvioyereninojr",,True,"Sports, Fitness & Outdoors",False,CH,142,18500,255300,50,0
irenealgi,Europe,micro,Spanish,165995621278138368,False,"BCN
Insta: @ireniiika",,False,none,False,ES,1162,23500,1400000,1340,0
dptgoalkeepercoach,Europe,micro,German,6727172855208002566,False,"Team Goalkeeper Coach
Personal Goalkeeper Coach
📍🇨🇭
Instagram @dpt_gkcoach",,False,none,False,CH,24,16900,174100,174,0
pawcurse,Europe,micro,German,6608109343517917189,False,"19 years
Furry
No one can stop me
Pls give me some chocolate 🫶🏼🥹",,False,none,False,CH,28,28200,284200,883,0
_abrillmmisse_,Europe,micro,Spanish,189834869202509824,False,"No tinc filtre 
Si em coneixes dw :)
💓🌈💗🤙🏽💖",,False,none,False,ES,572,46500,4200000,1270,0
desyy,Europe,micro,German,152191610338988032,False,"17 
If u know me no u don’t",,False,none,False,CH,303,28100,2700000,376,0
msalexandr,Europe,micro,Spanish,6695259229203710981,False,"No sé ni qué videos hago 🤣🤣
Disfrutarlos y bienvenidos ❤️",,False,none,False,ES,97,24000,465600,56,0
sameerkhanuk,Europe,micro,English,6627703403416928261,False,My first song,https://youtu.be/iwjLFsyMBss,False,none,False,GB,340,20500,313200,1779,0
adelaelvira7,Europe,micro,German,6593000149290057733,False,,,False,none,False,CH,284,17100,140500,1210,0
blancapombo,Europe,micro,Spanish,116252305481519104,False,INSTA @blancapombo 🧚🏽‍♀️ —- Madrid📍,https://ffm.to/lavozdemiventana,False,none,False,ES,272,48700,2600000,985,0
lchieyob,Europe,micro,German,6755525245567878149,False,,https://youtu.be/vcUeLJNZTz0,False,none,False,CH,9984,19800,141200,360,0
konstantin.k1,Europe,micro,German,6787466287721579526,False,"ANGELN IM HARZ 
🧿РЫБАЛКА С БАТЕЙ🧿",,False,none,False,DE,47,27000,310300,393,0
jasoniacovellli,Europe,micro,German,6695381792621118469,False,Italiano 🏴‍☠️🇮🇹,https://open.spotify.com/artist/64adrHEwQERw2Sb3x5ETVe?si=0a5lDQLKTFCuK_Z-3zHBHg,True,Media & Entertainment,False,CH,138,31300,154000,14,0
riccipu06,Europe,micro,German,6645627723615715333,False,"Forza Inter 🖤💙🐍
Football Edits ⚽️",,True,"Sports, Fitness & Outdoors",False,CH,7513,26700,376700,893,0
__traveler__,Europe,micro,Italian,6759929489977164805,False,"#TiSc😎cci ❓ YAAAAAAA
🐸🥖🐸🥖🐸",,False,none,False,IT,79,48300,944200,437,0
stonerbuddy42o,Europe,micro,German,133660808458313728,False,"Hi🍃   
~ Leba und leba loh ~
Swiss - Bündnerkind",https://open.spotify.com/user/11141156401?si=0Rp67fP8TD2XMtCgHpzA7w,False,none,False,CH,855,16500,389600,168,0
michaelardizzone8,Europe,micro,Italian,6775555634428855301,False,Obbiettivo 50 k dai ragazzi 💣💣💣💣,,False,none,False,IT,411,44100,761800,953,0
ilragazzoindaco,Europe,micro,Italian,6662394000638558213,False,"22 y.o.| ceo of Sabaudia 
pronomi To/Rino
📩 frangioniluce@gmail.com",,False,none,False,IT,374,34400,2500000,380,0
tamaralaraperez,Europe,micro,German,16496778,False,"Self-taught singer🎤
📍Zurich /🇨🇭
🙋🏻‍♀️: 🇮🇹🇪🇸",https://open.spotify.com/artist/5pdp7o56zYxZBvrQIwCp41?si=Es6W2yW7RWip4uHoZ0GJYw,False,none,False,CH,326,28600,541100,78,0
justmovedtoswitzerland,Europe,micro,German,6704634599207601158,False,"📍Zürich-based lifestyle & travel since 2017
IG: @justmovedtoswitzerland",https://justmovedtoswitzerland.com/,True,Travel & Tourism,False,CH,177,19200,315000,194,0
marcocartaoff,Europe,micro,Italian,243263261465538560,True,New single Forse Non mi basti più ⬆️,,True,Others,False,IT,23,29300,151300,227,0
itzzz__queen,Europe,micro,English,6843489298596267013,False,***Alhamdulillah***,,False,none,False,GB,6,47400,1000000,630,0
fotoasli,Europe,micro,German,6703857215114527749,False,https://youtu.be/vcUeLJNZTz0,https://youtu.be/vcUeLJNZTz0,False,none,False,CH,6087,36500,450800,597,34400
edisonaaa_b,Europe,micro,German,91383344159928320,False,🇨🇭🇽🇰,,True,Beauty,False,CH,968,32700,401900,5,0
juliaa_b.b,Europe,micro,German,6549486104330900495,False,.,depop.com/juliaa__b,False,none,False,CH,2,31700,275800,255,0
bycmoze,Europe,micro,German,106540428564348929,False,,,False,none,False,PL,57,26400,613100,190,0
sara_pellegrinoufficiale,Europe,micro,Italian,178022860693643264,False,"Cantante🎤 🖤 
#siacumpagnamij
Catania🔴🔵
Se mi segui su ig ti voglio bene🫶🏻",https://ngl.link/sara_pellegrino_officialpage,False,none,False,IT,1096,38900,444200,140,0
edonjeta03,Europe,micro,German,153322091738599424,False,🇨🇭/🇽🇰,,False,none,False,CH,30,10400,185100,21,0
marcklly,Europe,micro,German,6746810450308072454,False,comme la fondue moitié moitié 🫕🧀 🇵🇹🇨🇭,,False,none,False,CH,211,34900,1500000,632,0
radoslavasasheva4,Europe,micro,German,6662383215721349125,False,,,False,none,False,CH,308,35100,190700,157,9996
laylaloutfi,Europe,micro,English,6640105494927228933,False,"Follow my journey through South East Asia 🏝🌅
Instagram @laylaloutfi",,False,none,False,TH,716,22000,890300,315,0
alexitronjaune,Europe,micro,French,6539382992593228815,False,"Alexitron aka le zinzifruit
Mec assigné blagueur",,False,none,False,FR,80,13900,779000,219,0
yafaveshawty,Europe,micro,German,126471562135920640,False,"if you think you know me, you dont
🇮🇹",,False,none,False,CH,2866,10200,399000,491,0
benzayuliya,Europe,micro,German,164863003723653120,False,"Bachelorette 2022 🌹
Artist & teacher 👩🏼‍🎨",,False,none,False,CH,294,15600,159100,48,0
annie.riseley4,Europe,micro,English,51836365293785088,False,"ED Recovery 
Your Safe Here🤍
💌@anniedenton02@gmail.com",,False,none,False,GB,384,30900,2400000,566,0
valilekaj,Europe,micro,German,6811222455236985861,False,🇦🇱🇨🇭,,True,Beauty,False,CH,0,49900,657800,650,0
_..salomw.._,Europe,micro,German,16985308,False,"JESUS✞
Insta: salomeealeynaa",,False,none,False,CH,1234,11600,682300,26,0
rsispam,Europe,micro,German,6761755999754912773,True,"Spam💜
Too cool to be RSI?
ascolta i nostri podcast qui ⬇️",https://open.spotify.com/user/1b40694jck8dnk2gjckou449x?si=Amy0ype3QtWxeHFufB12Gw&utm_source=copy-link,True,Media & Entertainment,False,CH,107,32700,464800,523,0
aalessiaporzio,Europe,micro,German,183457746443341824,False,,,False,none,False,CH,889,24500,154300,8,0
fandishe,Europe,micro,German,6575937901443596294,False,I come from oromiya Athiopia 🇨🇭❤️🌳❤️ follow me 100k🙏,,False,none,False,CH,9843,25700,161100,58,33500
kaansu_,Europe,micro,German,6758129846918366214,False,"ૐ
🐅
네 꿈을 펼쳐라.",,True,Travel & Tourism,False,CH,38,10400,264300,80,0
flaviostucki,Europe,micro,German,6735416723896435717,False,"Hartz IV, mein Revier. Bist du hier, follow mir!
he/him",https://youtu.be/aP9-VFCJCT0,False,none,False,CH,372,33300,768100,133,0
z.judit,Europe,micro,German,6754761762501608453,False,"🇷🇺🔜🇭🇺✔️🔛🇨🇭
Switzerland-Hungary",,True,Food & Beverage,False,HU,35,25100,623300,893,0
kidane_helloeritrea,Europe,micro,German,6636118261291532293,False,Ones Eritrean 🇪🇷❤🇪🇷 remain Eritrean forever. 🇩🇪❤🇪🇷,,False,none,False,DE,960,11400,144000,148,0
omfgreta,Europe,micro,German,6732110421900542981,False,"fashion and beauty inspo 🤍
more makeup 💄 on insta: @omfgreta",,False,none,False,CH,401,38500,1700000,238,0
duliofficial,Europe,micro,German,6766305323038934022,False,"Kontakt
+41 76 518 80 15                
reservation.duli@hotmail.com",,False,none,False,CH,100,30600,240000,124,0
mikegwerder,Europe,micro,German,74369777141452800,False,"🇨🇭
2️⃣0️⃣0️⃣2️⃣
👻 mike.gwerder",,True,"Sports, Fitness & Outdoors",False,CH,466,30700,458700,316,0
xelamgal,Europe,micro,German,6760803687129596934,False,"Eriblood 🇪🇷🩸
Gal gash Braun
💒❤️🕌
One love ❤️🇨🇭🇨🇭",,False,none,False,CH,490,19600,260900,164,0
alissiagalli,Europe,micro,German,83361453134508032,False,"𝐴𝑙𝑖
20 𝑦𝑒𝑎𝑟s
𝐹𝑂𝐿𝐿𝑂𝑊 𝑀𝐸 𝑂𝑁 𝐼𝑁𝑆𝑇𝐴 @alissia_galli",,True,Beauty,False,CH,835,14400,81200,310,0
cindy.24a,Europe,micro,German,6645293741807091717,False,🖤🦋🫶,https://instagram.com/cindy.24a?igshid=YmMyMTA2M2Y=,False,none,False,CH,138,30400,712300,1044,0
lenny_ulbricht_dh,Europe,micro,German,108579390074114048,False,"Teamfahrer bei FahrradEberhardtRacing
LoveDH
📷:lenny_ulbricht_",,True,"Sports, Fitness & Outdoors",False,DE,773,18800,584300,677,0
ogmamen,Europe,micro,German,6663550276630462469,False,Follow your dreams they know the way,,False,none,False,US,1784,23800,415100,40,0
arethalagalleta,Europe,micro,Spanish,6812161122708653062,False,Enterándome de cómo va esto 😂,www.instagram.com/arethafuste,False,none,False,ES,212,22200,88100,62,0
